run,Number of States,time
18,41,1.1660397052764892e-05
18,42,1.1676967144012452e-05
18,43,1.1700153350830078e-05
18,44,1.171189546585083e-05
18,45,1.1690258979797363e-05
18,46,1.1833846569061279e-05
18,47,1.166599988937378e-05
18,48,1.170802116394043e-05
18,49,1.1814296245574952e-05
18,50,1.174771785736084e-05
19,4,1.0486364364624023e-05
19,5,1.0548293590545655e-05
19,6,1.0449588298797607e-05
19,7,1.051396131515503e-05
19,8,1.0498046875e-05
19,9,1.0483980178833008e-05
19,10,1.056218147277832e-05
19,11,1.0513842105865479e-05
19,12,1.052647829055786e-05
19,13,1.0527610778808593e-05
19,14,1.0525286197662354e-05
19,15,1.0545134544372559e-05
19,16,1.0556161403656006e-05
19,17,1.0506927967071532e-05
19,18,1.0541200637817383e-05
19,19,1.0553359985351563e-05
19,20,1.0537981986999512e-05
19,21,1.0545849800109864e-05
19,22,1.0654985904693603e-05
19,23,1.0642111301422118e-05
19,24,1.0821104049682617e-05
19,25,1.0622560977935792e-05
19,26,1.0614454746246337e-05
19,27,1.059502363204956e-05
19,28,1.0611355304718017e-05
19,29,1.0554492473602294e-05
19,30,1.0610699653625488e-05
19,31,1.0687768459320069e-05
19,32,1.0651707649230956e-05
19,33,1.062464714050293e-05
19,34,1.0645568370819092e-05
19,35,1.1130809783935547e-05
19,36,1.1119663715362548e-05
19,37,1.1188268661499023e-05
19,38,1.1127650737762451e-05
19,39,1.1144697666168213e-05
19,40,1.1114060878753662e-05
19,41,1.1171221733093262e-05
19,42,1.1148452758789062e-05
19,43,1.117575168609619e-05
19,44,1.1205673217773438e-05
19,45,1.1184513568878174e-05
19,46,1.1211216449737548e-05
19,47,1.1158704757690429e-05
19,48,1.118546724319458e-05
19,49,1.1223316192626953e-05
19,50,1.1193513870239257e-05
20,4,1.0791242122650146e-05
20,5,1.089799404144287e-05
20,6,1.0484695434570312e-05
20,7,1.0786294937133789e-05
20,8,1.0606050491333008e-05
20,9,1.0578215122222901e-05
20,10,1.0644793510437012e-05
20,11,1.063472032546997e-05
20,12,1.067274808883667e-05
20,13,1.0677218437194823e-05
20,14,1.0660231113433837e-05
20,15,1.061636209487915e-05
20,16,1.0613203048706055e-05
20,17,1.0679662227630616e-05
20,18,1.0612308979034423e-05
20,19,1.0753273963928222e-05
20,20,1.0684490203857422e-05
20,21,1.0631144046783447e-05
20,22,1.072925329208374e-05
20,23,1.0687053203582764e-05
20,24,1.0922610759735108e-05
20,25,1.092129945755005e-05
20,26,1.066666841506958e-05
20,27,1.064521074295044e-05
20,28,1.0819613933563232e-05
20,29,1.0798037052154541e-05
20,30,1.0779738426208497e-05
20,31,1.0802090167999268e-05
20,32,1.0699987411499023e-05
20,33,1.0790646076202393e-05
20,34,1.0804593563079833e-05
20,35,1.0751903057098389e-05
20,36,1.0831594467163085e-05
20,37,1.077866554260254e-05
20,38,1.0793626308441161e-05
20,39,1.0769486427307128e-05
20,40,1.0868370532989502e-05
20,41,1.076894998550415e-05
20,42,1.086723804473877e-05
20,43,1.077038049697876e-05
20,44,1.085817813873291e-05
20,45,1.0811328887939452e-05
20,46,1.0829329490661622e-05
20,47,1.0852336883544922e-05
20,48,1.080620288848877e-05
20,49,1.0838150978088379e-05
20,50,1.0867595672607422e-05
21,4,1.0697007179260254e-05
21,5,1.0636866092681884e-05
21,6,1.065582036972046e-05
21,7,1.0687470436096192e-05
21,8,1.073235273361206e-05
21,9,1.0603606700897217e-05
21,10,1.0647058486938476e-05
21,11,1.0679066181182861e-05
21,12,1.0564863681793213e-05
21,13,1.064366102218628e-05
21,14,1.0666370391845703e-05
21,15,1.0625422000885009e-05
21,16,1.0775625705718994e-05
21,17,1.0712683200836182e-05
21,18,1.0747194290161132e-05
21,19,1.0679125785827637e-05
21,20,1.0711252689361573e-05
21,21,1.0712146759033203e-05
21,22,1.0643184185028075e-05
21,23,1.0643601417541503e-05
21,24,1.0648012161254883e-05
21,25,1.0750889778137207e-05
21,26,1.0771453380584717e-05
21,27,1.0699570178985595e-05
21,28,1.0720908641815185e-05
21,29,1.075071096420288e-05
21,30,1.0705590248107911e-05
21,31,1.074439287185669e-05
21,32,1.0833323001861571e-05
21,33,1.0727941989898682e-05
21,34,1.0718107223510742e-05
21,35,1.060163974761963e-05
21,36,1.0592520236968994e-05
21,37,1.0745823383331299e-05
21,38,1.061946153640747e-05
21,39,1.0674774646759033e-05
21,40,1.0648369789123535e-05
21,41,1.0701537132263184e-05
21,42,1.0660529136657716e-05
21,43,1.0789096355438232e-05
21,44,1.0761082172393799e-05
21,45,1.0768651962280274e-05
21,46,1.0743677616119384e-05
21,47,1.0676920413970947e-05
21,48,1.080477237701416e-05
21,49,1.0763168334960937e-05
21,50,1.078784465789795e-05
22,4,1.0872066020965576e-05
22,5,1.0762333869934083e-05
22,6,1.0647118091583251e-05
22,7,1.0910212993621827e-05
22,8,1.0883033275604247e-05
22,9,1.1116564273834228e-05
22,10,1.0882616043090821e-05
22,11,1.0857462882995605e-05
22,12,1.0923504829406738e-05
22,13,1.084834337234497e-05
22,14,1.0805726051330566e-05
22,15,1.0830044746398926e-05
22,16,1.0835647583007813e-05
22,17,1.087796688079834e-05
22,18,1.0809838771820069e-05
22,19,1.0834634304046631e-05
22,20,1.0856330394744874e-05
22,21,1.0978400707244874e-05
22,22,1.0905981063842774e-05
22,23,1.091855764389038e-05
22,24,1.088714599609375e-05
22,25,1.0911405086517333e-05
22,26,1.0881304740905761e-05
22,27,1.0957777500152588e-05
22,28,1.0919690132141113e-05
22,29,1.1009812355041504e-05
22,30,1.101452112197876e-05
22,31,1.1058211326599122e-05
22,32,1.0943293571472169e-05
22,33,1.0934948921203613e-05
22,34,1.0937273502349854e-05
22,35,1.0940790176391602e-05
22,36,1.0901272296905518e-05
22,37,1.0994255542755127e-05
22,38,1.0898411273956299e-05
22,39,1.0879814624786376e-05
22,40,1.0987222194671631e-05
22,41,1.0953783988952637e-05
22,42,1.095956563949585e-05
22,43,1.0988950729370117e-05
22,44,1.0965824127197266e-05
22,45,1.0939359664916993e-05
22,46,1.1161506175994872e-05
22,47,1.1000335216522217e-05
22,48,1.1087536811828613e-05
22,49,1.105952262878418e-05
22,50,1.1123955249786376e-05
23,4,1.1366426944732666e-05
23,5,1.1354804039001465e-05
23,6,1.133042573928833e-05
23,7,1.142960786819458e-05
23,8,1.1403739452362061e-05
23,9,1.139068603515625e-05
23,10,1.1472582817077637e-05
23,11,1.1444091796875e-05
23,12,1.1427342891693115e-05
23,13,1.1474847793579101e-05
23,14,1.1445879936218262e-05
23,15,1.138216257095337e-05
23,16,1.1415600776672363e-05
23,17,1.1506259441375733e-05
23,18,1.1442005634307862e-05
23,19,1.1440098285675048e-05
23,20,1.149660348892212e-05
23,21,1.1473476886749267e-05
23,22,1.149296760559082e-05
23,23,1.1456310749053956e-05
23,24,1.1445224285125733e-05
23,25,1.146906614303589e-05
23,26,1.1492133140563966e-05
23,27,1.1457562446594238e-05
23,28,1.1507511138916015e-05
23,29,1.1513292789459229e-05
23,30,1.1543571949005128e-05
23,31,1.1483252048492432e-05
23,32,1.1488378047943115e-05
23,33,1.1434495449066162e-05
23,34,1.1548399925231934e-05
23,35,1.163947582244873e-05
23,36,1.1523127555847168e-05
23,37,1.1524200439453125e-05
23,38,1.1480450630187989e-05
23,39,1.154536008834839e-05
23,40,1.1535465717315673e-05
23,41,1.151871681213379e-05
23,42,1.1538326740264892e-05
23,43,1.1686086654663086e-05
23,44,1.1655151844024658e-05
23,45,1.1645793914794921e-05
23,46,1.1630892753601073e-05
23,47,1.1598050594329834e-05
23,48,1.1594414710998535e-05
23,49,1.1608302593231201e-05
23,50,1.1578500270843506e-05
24,4,1.1765897274017334e-05
24,5,1.1739850044250488e-05
24,6,1.1745035648345948e-05
24,7,1.1852920055389405e-05
24,8,1.2306153774261474e-05
24,9,1.230323314666748e-05
24,10,1.2311339378356934e-05
24,11,1.2245893478393555e-05
24,12,1.2307524681091308e-05
24,13,1.2397527694702149e-05
24,14,1.2288987636566163e-05
24,15,1.220935583114624e-05
24,16,1.2317419052124023e-05
24,17,1.2310206890106202e-05
24,18,1.2317895889282226e-05
24,19,1.2409210205078125e-05
24,20,1.2311935424804688e-05
24,21,1.2362778186798096e-05
24,22,1.2372434139251708e-05
24,23,1.2379825115203858e-05
24,24,1.2346982955932617e-05
24,25,1.2378931045532226e-05
24,26,1.2367844581604003e-05
24,27,1.2390375137329102e-05
24,28,1.2398898601531983e-05
24,29,1.245129108428955e-05
24,30,1.243281364440918e-05
24,31,1.2477755546569825e-05
24,32,1.2463748455047607e-05
24,33,1.251155138015747e-05
24,34,1.2516617774963379e-05
24,35,1.2494981288909912e-05
24,36,1.241457462310791e-05
24,37,1.2555539608001708e-05
24,38,1.2497901916503907e-05
24,39,1.2506961822509765e-05
24,40,1.2506365776062012e-05
24,41,1.2530028820037841e-05
24,42,1.2522339820861817e-05
24,43,1.2517273426055908e-05
24,44,1.2539923191070556e-05
24,45,1.2539088726043702e-05
24,46,1.2559652328491211e-05
24,47,1.2490570545196532e-05
24,48,1.2562274932861328e-05
24,49,1.2502431869506836e-05
24,50,1.2647747993469238e-05
25,4,1.1347353458404542e-05
25,5,1.1381566524505615e-05
25,6,1.1373043060302734e-05
25,7,1.1345922946929932e-05
25,8,1.1306941509246827e-05
25,9,1.1271357536315918e-05
25,10,1.1313676834106446e-05
25,11,1.1217296123504638e-05
25,12,1.1278331279754638e-05
25,13,1.1286675930023194e-05
25,14,1.1330246925354004e-05
25,15,1.1339843273162842e-05
25,16,1.1287748813629151e-05
25,17,1.134699583053589e-05
25,18,1.1285245418548584e-05
25,19,1.1327981948852539e-05
25,20,1.1326909065246582e-05
25,21,1.1384785175323486e-05
25,22,1.1354386806488037e-05
25,23,1.1298656463623047e-05
25,24,1.1298835277557372e-05
25,25,1.132279634475708e-05
25,26,1.1320233345031738e-05
25,27,1.1350631713867187e-05
25,28,1.1389195919036866e-05
25,29,1.1301577091217042e-05
25,30,1.1330127716064453e-05
25,31,1.138770580291748e-05
25,32,1.1341631412506104e-05
25,33,1.1341333389282227e-05
25,34,1.1397480964660644e-05
25,35,1.1377215385437011e-05
25,36,1.1417269706726075e-05
25,37,1.1406302452087403e-05
25,38,1.1361181735992432e-05
25,39,1.1443793773651123e-05
25,40,1.1404752731323242e-05
25,41,1.150745153427124e-05
25,42,1.142740249633789e-05
25,43,1.1486589908599853e-05
25,44,1.1413633823394776e-05
25,45,1.1420965194702148e-05
25,46,1.1345863342285156e-05
25,47,1.1358022689819337e-05
25,48,1.1433184146881104e-05
25,49,1.1395752429962158e-05
25,50,1.1376500129699708e-05
26,4,1.1163055896759033e-05
26,5,1.1183977127075195e-05
26,6,1.1188209056854248e-05
26,7,1.1199831962585448e-05
26,8,1.1229336261749267e-05
26,9,1.1101007461547852e-05
26,10,1.1127352714538575e-05
26,11,1.108705997467041e-05
26,12,1.1124253273010253e-05
26,13,1.112830638885498e-05
26,14,1.1143803596496581e-05
26,15,1.1128604412078857e-05
26,16,1.120162010192871e-05
26,17,1.1146068572998047e-05
26,18,1.109999418258667e-05
26,19,1.1103510856628418e-05
26,20,1.1141538619995118e-05
26,21,1.1123061180114746e-05
26,22,1.1179327964782714e-05
26,23,1.1125683784484863e-05
26,24,1.11846923828125e-05
26,25,1.1332035064697266e-05
26,26,1.1156082153320313e-05
26,27,1.1165440082550048e-05
26,28,1.1181950569152832e-05
26,29,1.1273026466369629e-05
26,30,1.1195003986358642e-05
26,31,1.131117343902588e-05
26,32,1.1259019374847413e-05
26,33,1.1274218559265137e-05
26,34,1.1227905750274658e-05
26,35,1.1250615119934081e-05
26,36,1.1221945285797119e-05
26,37,1.132667064666748e-05
26,38,1.1423230171203614e-05
26,39,1.1423230171203614e-05
26,40,1.1229753494262695e-05
26,41,1.1251449584960938e-05
26,42,1.1262476444244385e-05
26,43,1.1294662952423095e-05
26,44,1.127767562866211e-05
26,45,1.1293292045593262e-05
26,46,1.1316597461700439e-05
26,47,1.1310398578643799e-05
26,48,1.1372745037078857e-05
26,49,1.1321067810058594e-05
26,50,1.1302351951599122e-05
27,4,1.2027144432067872e-05
27,5,1.2071549892425536e-05
27,6,1.2079358100891113e-05
27,7,1.199883222579956e-05
27,8,1.2084007263183593e-05
27,9,1.2062132358551025e-05
27,10,1.2054085731506348e-05
27,11,1.2071609497070312e-05
27,12,1.2001276016235352e-05
27,13,1.1935353279113769e-05
27,14,1.1901617050170898e-05
27,15,1.2050986289978027e-05
27,16,1.1945068836212158e-05
27,17,1.1925995349884034e-05
27,18,1.1995017528533935e-05
27,19,1.1922955513000488e-05
27,20,1.196521520614624e-05
27,21,1.198500394821167e-05
27,22,1.1980950832366944e-05
27,23,1.1921584606170654e-05
27,24,1.2009382247924805e-05
27,25,1.1922955513000488e-05
27,26,1.1885881423950196e-05
27,27,1.2003719806671143e-05
27,28,1.1943280696868896e-05
27,29,1.1997878551483154e-05
27,30,1.2006402015686035e-05
27,31,1.2034416198730469e-05
27,32,1.1962413787841797e-05
27,33,1.2016415596008301e-05
27,34,1.2122690677642822e-05
27,35,1.2122631072998046e-05
27,36,1.2064814567565917e-05
27,37,1.2128651142120362e-05
27,38,1.2107491493225097e-05
27,39,1.2102961540222168e-05
27,40,1.2063860893249511e-05
27,41,1.210629940032959e-05
27,42,1.2156486511230469e-05
27,43,1.212531328201294e-05
27,44,1.2130439281463622e-05
27,45,1.2183129787445068e-05
27,46,1.2135624885559082e-05
27,47,1.2136876583099365e-05
27,48,1.222604513168335e-05
27,49,1.2232005596160888e-05
27,50,1.2211322784423829e-05
28,4,1.084357500076294e-05
28,5,1.0918736457824707e-05
28,6,1.0850787162780761e-05
28,7,1.0847032070159912e-05
28,8,1.0757148265838623e-05
28,9,1.0720908641815185e-05
28,10,1.0794878005981446e-05
28,11,1.0769009590148926e-05
28,12,1.0774195194244385e-05
28,13,1.0774552822113037e-05
28,14,1.0846734046936036e-05
28,15,1.0766208171844483e-05
28,16,1.0820090770721436e-05
28,17,1.0746359825134278e-05
28,18,1.0739386081695556e-05
28,19,1.0801136493682861e-05
28,20,1.0758936405181884e-05
28,21,1.0863840579986571e-05
28,22,1.081150770187378e-05
28,23,1.0840535163879394e-05
28,24,1.0809421539306641e-05
28,25,1.0932803153991699e-05
28,26,1.0812878608703613e-05
28,27,1.084136962890625e-05
28,28,1.0843455791473389e-05
28,29,1.088249683380127e-05
28,30,1.0892570018768311e-05
28,31,1.0937988758087157e-05
28,32,1.0865628719329833e-05
28,33,1.088804006576538e-05
28,34,1.0937273502349854e-05
28,35,1.0855495929718018e-05
28,36,1.0877668857574464e-05
28,37,1.0890960693359375e-05
28,38,1.089167594909668e-05
28,39,1.0928153991699218e-05
28,40,1.0950207710266113e-05
28,41,1.0911941528320313e-05
28,42,1.0875463485717774e-05
28,43,1.1006295680999756e-05
28,44,1.0953247547149657e-05
28,45,1.0945141315460205e-05
28,46,1.0962426662445069e-05
28,47,1.0942935943603516e-05
28,48,1.0946512222290038e-05
28,49,1.1043787002563476e-05
28,50,1.0982811450958252e-05
29,4,1.0698974132537842e-05
29,5,1.0781347751617432e-05
29,6,1.0694384574890137e-05
29,7,1.0670721530914307e-05
29,8,1.064366102218628e-05
29,9,1.0641694068908692e-05
29,10,1.072007417678833e-05
29,11,1.0644972324371337e-05
29,12,1.0693907737731933e-05
29,13,1.0682642459869384e-05
29,14,1.0682165622711182e-05
29,15,1.0715782642364502e-05
29,16,1.0639727115631103e-05
29,17,1.0691523551940918e-05
29,18,1.067584753036499e-05
29,19,1.0674059391021728e-05
29,20,1.0733604431152344e-05
29,21,1.0704994201660156e-05
29,22,1.0670006275177002e-05
29,23,1.068180799484253e-05
29,24,1.073378324508667e-05
29,25,1.0728418827056884e-05
29,26,1.0744214057922364e-05
29,27,1.0722815990447998e-05
29,28,1.0760724544525146e-05
29,29,1.0689914226531983e-05
29,30,1.0700523853302002e-05
29,31,1.0772943496704102e-05
29,32,1.0731697082519531e-05
29,33,1.0762333869934083e-05
29,34,1.0802984237670898e-05
29,35,1.0764062404632569e-05
29,36,1.0766208171844483e-05
29,37,1.080179214477539e-05
29,38,1.0787665843963623e-05
29,39,1.0749876499176026e-05
29,40,1.0806143283843994e-05
29,41,1.0773301124572754e-05
29,42,1.082897186279297e-05
29,43,1.0836660861968994e-05
29,44,1.0805249214172364e-05
29,45,1.0784387588500976e-05
29,46,1.0845363140106202e-05
29,47,1.0848820209503174e-05
29,48,1.0829389095306397e-05
29,49,1.0891258716583252e-05
29,50,1.0819852352142333e-05
30,4,1.0658144950866699e-05
30,5,1.0560095310211182e-05
30,6,1.055753231048584e-05
30,7,1.0568559169769288e-05
30,8,1.0513603687286378e-05
30,9,1.056116819381714e-05
30,10,1.053321361541748e-05
30,11,1.0597050189971923e-05
30,12,1.0676741600036621e-05
30,13,1.0792911052703857e-05
30,14,1.071929931640625e-05
30,15,1.0763227939605713e-05
30,16,1.0617911815643311e-05
30,17,1.0516047477722168e-05
30,18,1.0525166988372803e-05
30,19,1.058363914489746e-05
30,20,1.0506331920623779e-05
30,21,1.0551571846008301e-05
30,22,1.0557591915130616e-05
30,23,1.053708791732788e-05
30,24,1.0548532009124756e-05
30,25,1.0562241077423096e-05
30,26,1.056438684463501e-05
30,27,1.0526120662689208e-05
30,28,1.0594189167022706e-05
30,29,1.0617434978485107e-05
30,30,1.0698914527893066e-05
30,31,1.0695159435272217e-05
30,32,1.070481538772583e-05
30,33,1.070713996887207e-05
30,34,1.073014736175537e-05
30,35,1.072770357131958e-05
30,36,1.0779798030853271e-05
30,37,1.0753273963928222e-05
30,38,1.068437099456787e-05
30,39,1.0713279247283936e-05
30,40,1.0598063468933106e-05
30,41,1.0579288005828858e-05
30,42,1.0592997074127197e-05
30,43,1.0605812072753907e-05
30,44,1.0603487491607666e-05
30,45,1.0640978813171387e-05
30,46,1.0672271251678466e-05
30,47,1.0622978210449218e-05
30,48,1.0601997375488282e-05
30,49,1.0730028152465821e-05
30,50,1.0630548000335693e-05
31,4,1.066821813583374e-05
31,5,1.0627388954162598e-05
31,6,1.0680317878723145e-05
31,7,1.0726332664489746e-05
31,8,1.0723054409027099e-05
31,9,1.0587096214294434e-05
31,10,1.0686039924621583e-05
31,11,1.0639488697052002e-05
31,12,1.0662972927093506e-05
31,13,1.0664761066436768e-05
31,14,1.0705590248107911e-05
31,15,1.069331169128418e-05
31,16,1.064777374267578e-05
31,17,1.0740339756011964e-05
31,18,1.0727286338806152e-05
31,19,1.0683596134185792e-05
31,20,1.0666906833648682e-05
31,21,1.0630190372467041e-05
31,22,1.0833203792572022e-05
31,23,1.0709643363952637e-05
31,24,1.0709643363952637e-05
31,25,1.0692715644836426e-05
31,26,1.0587453842163085e-05
31,27,1.059478521347046e-05
31,28,1.0747194290161132e-05
31,29,1.081085205078125e-05
31,30,1.081979274749756e-05
31,31,1.0865390300750732e-05
31,32,1.0581851005554199e-05
31,33,1.0595381259918213e-05
31,34,1.0592937469482422e-05
31,35,1.0519146919250488e-05
31,36,1.0542750358581542e-05
31,37,1.0593712329864502e-05
31,38,1.0575294494628907e-05
31,39,1.0745465755462646e-05
31,40,1.0686635971069336e-05
31,41,1.07421875e-05
31,42,1.0713160037994384e-05
31,43,1.0716140270233155e-05
31,44,1.0696232318878174e-05
31,45,1.0706722736358642e-05
31,46,1.0761737823486328e-05
31,47,1.0708391666412354e-05
31,48,1.0784447193145752e-05
31,49,1.076430082321167e-05
31,50,1.0767996311187745e-05
32,4,1.1107921600341798e-05
32,5,1.1061608791351318e-05
32,6,1.1087119579315185e-05
32,7,1.1032700538635255e-05
32,8,1.1025667190551757e-05
32,9,1.1058449745178223e-05
32,10,1.1095225811004638e-05
32,11,1.115959882736206e-05
32,12,1.1135518550872803e-05
32,13,1.113194227218628e-05
32,14,1.1122465133666993e-05
32,15,1.1170625686645508e-05
32,16,1.113826036453247e-05
32,17,1.1084675788879394e-05
32,18,1.1070966720581055e-05
32,19,1.1159837245941162e-05
32,20,1.1150836944580079e-05
32,21,1.1127591133117676e-05
32,22,1.1369884014129638e-05
32,23,1.1179327964782714e-05
32,24,1.1121094226837158e-05
32,25,1.1196494102478028e-05
32,26,1.1089205741882324e-05
32,27,1.1110663414001465e-05
32,28,1.122879981994629e-05
32,29,1.1223852634429932e-05
32,30,1.1120438575744628e-05
32,31,1.1223316192626953e-05
32,32,1.116710901260376e-05
32,33,1.1219918727874756e-05
32,34,1.1183977127075195e-05
32,35,1.1079728603363037e-05
32,36,1.105201244354248e-05
32,37,1.1187255382537842e-05
32,38,1.1100292205810547e-05
32,39,1.1159420013427734e-05
32,40,1.1108160018920899e-05
32,41,1.1143505573272705e-05
32,42,1.112908124923706e-05
32,43,1.117473840713501e-05
32,44,1.1113286018371581e-05
32,45,1.1154711246490479e-05
32,46,1.1191904544830323e-05
32,47,1.1178374290466309e-05
32,48,1.1180281639099122e-05
32,49,1.1197924613952637e-05
32,50,1.1307656764984132e-05
33,4,1.1252284049987794e-05
33,5,1.1039495468139648e-05
33,6,1.0967731475830079e-05
33,7,1.118302345275879e-05
33,8,1.1156678199768066e-05
33,9,1.1176526546478271e-05
33,10,1.1218488216400147e-05
33,11,1.1162757873535156e-05
33,12,1.1152029037475586e-05
33,13,1.1120676994323731e-05
33,14,1.1115849018096924e-05
33,15,1.114809513092041e-05
33,16,1.1175632476806641e-05
33,17,1.1093735694885255e-05
33,18,1.1123061180114746e-05
33,19,1.1146843433380127e-05
33,20,1.1153578758239746e-05
33,21,1.112586259841919e-05
33,22,1.1138319969177246e-05
33,23,1.1117815971374512e-05
33,24,1.1119306087493896e-05
33,25,1.1129677295684814e-05
33,26,1.102733612060547e-05
33,27,1.1009812355041504e-05
33,28,1.1123776435852051e-05
33,29,1.1058807373046875e-05
33,30,1.1071920394897461e-05
33,31,1.1090517044067384e-05
33,32,1.1143445968627929e-05
33,33,1.1191010475158691e-05
33,34,1.1135756969451904e-05
33,35,1.1144459247589112e-05
33,36,1.1192381381988525e-05
33,37,1.1153697967529296e-05
33,38,1.1164426803588867e-05
33,39,1.1157870292663575e-05
33,40,1.121068000793457e-05
33,41,1.118779182434082e-05
33,42,1.1255860328674317e-05
33,43,1.1265456676483153e-05
33,44,1.124340295791626e-05
33,45,1.1221170425415039e-05
33,46,1.1199712753295899e-05
33,47,1.1191725730895996e-05
33,48,1.1330008506774903e-05
33,49,1.1420249938964843e-05
33,50,1.137751340866089e-05
34,4,1.1262476444244385e-05
34,5,1.1251866817474366e-05
34,6,1.1182665824890137e-05
34,7,1.1239409446716309e-05
34,8,1.1210918426513672e-05
34,9,1.1246562004089356e-05
34,10,1.1248052120208741e-05
34,11,1.120370626449585e-05
34,12,1.1337101459503175e-05
34,13,1.123201847076416e-05
34,14,1.1255621910095214e-05
34,15,1.1206686496734619e-05
34,16,1.1295616626739501e-05
34,17,1.1196374893188476e-05
34,18,1.121068000793457e-05
34,19,1.1282682418823242e-05
34,20,1.1330008506774903e-05
34,21,1.122075319290161e-05
34,22,1.1299848556518555e-05
34,23,1.1252284049987794e-05
34,24,1.1221945285797119e-05
34,25,1.126319169998169e-05
34,26,1.129072904586792e-05
34,27,1.1231303215026856e-05
34,28,1.1298120021820068e-05
34,29,1.1302411556243896e-05
34,30,1.1252224445343018e-05
34,31,1.1347651481628418e-05
34,32,1.1239886283874512e-05
34,33,1.1224150657653809e-05
34,34,1.118624210357666e-05
34,35,1.1170387268066405e-05
34,36,1.1177122592926025e-05
34,37,1.1233329772949219e-05
34,38,1.1236310005187989e-05
34,39,1.1194229125976562e-05
34,40,1.1210560798645019e-05
34,41,1.1218845844268799e-05
34,42,1.1267244815826415e-05
34,43,1.1263668537139893e-05
34,44,1.1296927928924561e-05
34,45,1.1439740657806396e-05
34,46,1.1392295360565186e-05
34,47,1.1363506317138672e-05
34,48,1.1339068412780762e-05
34,49,1.1415064334869385e-05
34,50,1.1422634124755859e-05
35,4,1.080542802810669e-05
35,5,1.1223852634429932e-05
35,6,1.111447811126709e-05
35,7,1.1404454708099366e-05
35,8,1.133507490158081e-05
35,9,1.1383771896362305e-05
35,10,1.1527657508850097e-05
35,11,1.1374235153198242e-05
35,12,1.1376261711120605e-05
35,13,1.1507093906402587e-05
35,14,1.1397063732147218e-05
35,15,1.1381924152374267e-05
35,16,1.140284538269043e-05
35,17,1.1366248130798339e-05
35,18,1.1385083198547363e-05
35,19,1.1442244052886963e-05
35,20,1.1416494846343995e-05
35,21,1.14363431930542e-05
35,22,1.1458158493041992e-05
35,23,1.1446058750152587e-05
35,24,1.1327147483825684e-05
35,25,1.1374950408935547e-05
35,26,1.1334359645843505e-05
35,27,1.1401593685150147e-05
35,28,1.139533519744873e-05
35,29,1.1370837688446044e-05
35,30,1.143348217010498e-05
35,31,1.1439800262451172e-05
35,32,1.1420607566833496e-05
35,33,1.1389076709747314e-05
35,34,1.1452972888946533e-05
35,35,1.1415183544158935e-05
35,36,1.1424481868743896e-05
35,37,1.1529266834259033e-05
35,38,1.1496126651763915e-05
35,39,1.1534154415130615e-05
35,40,1.1403739452362061e-05
35,41,1.1535465717315673e-05
35,42,1.1451184749603271e-05
35,43,1.158064603805542e-05
35,44,1.1512577533721924e-05
35,45,1.1583328247070313e-05
35,46,1.1469781398773194e-05
35,47,1.1617541313171387e-05
35,48,1.1587262153625487e-05
35,49,1.2737035751342774e-05
35,50,1.1635661125183105e-05
36,4,1.0728776454925537e-05
36,5,1.0675489902496337e-05
36,6,1.0578274726867675e-05
36,7,1.0711073875427246e-05
36,8,1.0604918003082275e-05
36,9,1.064854860305786e-05
36,10,1.0602116584777832e-05
36,11,1.0633468627929688e-05
36,12,1.1286139488220215e-05
36,13,1.1264145374298095e-05
36,14,1.1312544345855713e-05
36,15,1.122039556503296e-05
36,16,1.1257767677307129e-05
36,17,1.1194407939910889e-05
36,18,1.142197847366333e-05
36,19,1.1484265327453614e-05
36,20,1.1234462261199951e-05
36,21,1.1226177215576172e-05
36,22,1.1290371417999267e-05
36,23,1.130199432373047e-05
36,24,1.123422384262085e-05
36,25,1.1234760284423828e-05
36,26,1.1260628700256347e-05
36,27,1.1316359043121338e-05
36,28,1.1308491230010986e-05
36,29,1.1277258396148681e-05
36,30,1.1364400386810303e-05
36,31,1.1312186717987061e-05
36,32,1.1244714260101318e-05
36,33,1.1256158351898194e-05
36,34,1.134943962097168e-05
36,35,1.129317283630371e-05
36,36,1.1306166648864747e-05
36,37,1.1344611644744872e-05
36,38,1.1304855346679687e-05
36,39,1.1247813701629638e-05
36,40,1.1375606060028076e-05
36,41,1.1300742626190185e-05
36,42,1.1359214782714843e-05
36,43,1.1379778385162353e-05
36,44,1.1343300342559814e-05
36,45,1.1333107948303223e-05
36,46,1.13869309425354e-05
36,47,1.1276304721832276e-05
36,48,1.1236965656280518e-05
36,49,1.1267542839050294e-05
36,50,1.1282145977020263e-05
37,4,1.0414838790893555e-05
37,5,1.0363519191741944e-05
37,6,1.0361969470977783e-05
37,7,1.0420799255371093e-05
37,8,1.0433733463287354e-05
37,9,1.0418474674224854e-05
37,10,1.0413527488708497e-05
37,11,1.0965406894683838e-05
37,12,1.1019349098205566e-05
37,13,1.1037766933441162e-05
37,14,1.1033475399017333e-05
37,15,1.0902583599090576e-05
37,16,1.1069536209106446e-05
37,17,1.1041879653930665e-05
37,18,1.1048495769500732e-05
37,19,1.1043131351470947e-05
37,20,1.1077582836151123e-05
37,21,1.1050641536712647e-05
37,22,1.1137604713439942e-05
37,23,1.101076602935791e-05
37,24,1.0979294776916504e-05
37,25,1.109832525253296e-05
37,26,1.1019647121429443e-05
37,27,1.1053502559661865e-05
37,28,1.1130869388580323e-05
37,29,1.107698678970337e-05
37,30,1.104360818862915e-05
37,31,1.10970139503479e-05
