run,order,time
18,12,3.2484233379364014e-05
18,13,3.259181976318359e-05
18,14,3.2730579376220706e-05
18,15,3.336799144744873e-05
18,16,3.301280736923218e-05
18,17,3.3809006214141846e-05
18,18,3.444719314575195e-05
18,19,3.440070152282715e-05
18,20,3.4098148345947266e-05
18,21,3.428906202316284e-05
18,22,5.891925096511841e-05
18,23,3.4587562084198e-05
18,24,3.47248911857605e-05
18,25,3.510504961013794e-05
18,26,3.573918342590332e-05
18,27,3.631430864334107e-05
18,28,3.564596176147461e-05
18,29,3.615963459014893e-05
18,30,3.6175072193145754e-05
18,31,3.64757776260376e-05
18,32,3.6374390125274656e-05
18,33,3.696358203887939e-05
18,34,3.702372312545776e-05
18,35,3.7510037422180174e-05
18,36,3.7326931953430174e-05
18,37,3.779947757720947e-05
18,38,3.774696588516235e-05
18,39,3.846007585525513e-05
18,40,3.8224458694458005e-05
18,41,3.876215219497681e-05
18,42,3.910446166992187e-05
18,43,3.9339125156402586e-05
18,44,3.944718837738037e-05
18,45,3.9260387420654294e-05
18,46,3.981363773345947e-05
18,47,6.336790323257446e-05
18,48,4.0121197700500486e-05
18,49,4.0760338306427004e-05
18,50,4.0577471256256106e-05
19,1,1.047605276107788e-05
19,2,1.2922286987304688e-05
19,3,1.4849424362182617e-05
19,4,1.688563823699951e-05
19,5,1.91994309425354e-05
19,6,2.420496940612793e-05
19,7,2.6798367500305174e-05
19,8,2.745407819747925e-05
19,9,2.9241979122161865e-05
19,10,3.006863594055176e-05
19,11,3.07202935218811e-05
19,12,3.094333410263062e-05
19,13,3.2224833965301515e-05
19,14,3.256678581237793e-05
19,15,3.329801559448242e-05
19,16,3.358674049377441e-05
19,17,3.4407615661621094e-05
19,18,3.544402122497559e-05
19,19,3.163617849349976e-05
19,20,3.176414966583252e-05
19,21,3.2401800155639646e-05
19,22,3.300374746322632e-05
19,23,3.3235371112823485e-05
19,24,3.3417046070098876e-05
19,25,3.431612253189087e-05
19,26,3.4651219844818115e-05
19,27,3.519535064697266e-05
19,28,3.465747833251953e-05
19,29,3.5692930221557616e-05
19,30,3.536337614059448e-05
19,31,3.621459007263184e-05
19,32,3.6745309829711916e-05
19,33,3.7129104137420654e-05
19,34,3.735095262527466e-05
19,35,3.693318367004394e-05
19,36,6.180161237716674e-05
19,37,3.7671923637390135e-05
19,38,3.7410497665405274e-05
19,39,3.803682327270508e-05
19,40,3.808397054672241e-05
19,41,3.833204507827759e-05
19,42,3.9103925228118894e-05
19,43,3.9231479167938235e-05
19,44,3.907674551010132e-05
19,45,3.921282291412353e-05
19,46,3.9644956588745114e-05
19,47,4.03592586517334e-05
19,48,4.0062665939331054e-05
19,49,4.066628217697144e-05
19,50,4.086136817932129e-05
20,1,1.0697782039642335e-05
20,2,1.3438105583190918e-05
20,3,1.6718387603759766e-05
20,4,1.8989503383636475e-05
20,5,2.1869957447052e-05
20,6,2.5068402290344237e-05
20,7,2.7946949005126954e-05
20,8,3.0490994453430174e-05
20,9,3.146624565124512e-05
20,10,3.252410888671875e-05
20,11,3.25615406036377e-05
20,12,3.286260366439819e-05
20,13,3.273111581802368e-05
20,14,3.278952836990356e-05
20,15,3.3250629901885983e-05
20,16,3.325170278549194e-05
20,17,3.376328945159912e-05
20,18,3.391295671463013e-05
20,19,3.4357547760009764e-05
20,20,5.9048473834991454e-05
20,21,3.476649522781372e-05
20,22,3.4860968589782715e-05
20,23,3.4741997718811037e-05
20,24,3.47517728805542e-05
20,25,3.551977872848511e-05
20,26,3.535705804824829e-05
20,27,3.613841533660889e-05
20,28,3.557437658309937e-05
20,29,3.631740808486938e-05
20,30,3.610461950302124e-05
20,31,3.6271929740905764e-05
20,32,3.717279434204101e-05
20,33,3.7510097026824954e-05
20,34,3.700244426727295e-05
20,35,3.722566366195679e-05
20,36,3.731518983840942e-05
20,37,3.7426173686981204e-05
20,38,3.785443305969238e-05
20,39,3.821772336959839e-05
20,40,3.8550376892089845e-05
20,41,3.846907615661621e-05
20,42,3.9001166820526124e-05
20,43,3.965944051742554e-05
20,44,3.943711519241333e-05
20,45,3.9228618144989017e-05
20,46,3.994721174240112e-05
20,47,4.014086723327637e-05
20,48,4.0445446968078614e-05
20,49,6.459468603134156e-05
20,50,4.016607999801636e-05
21,1,1.0577917098999023e-05
21,2,1.3306081295013428e-05
21,3,1.6627073287963868e-05
21,4,1.8934309482574464e-05
21,5,2.1895766258239747e-05
21,6,2.4943768978118898e-05
21,7,2.8128564357757567e-05
21,8,3.0478835105895997e-05
21,9,3.147929906845093e-05
21,10,3.1641840934753416e-05
21,11,3.2670021057128904e-05
21,12,3.2775521278381345e-05
21,13,3.287607431411743e-05
21,14,3.3326327800750735e-05
21,15,3.372573852539062e-05
21,16,3.371262550354004e-05
21,17,3.406226634979248e-05
21,18,3.381812572479248e-05
21,19,3.458917140960693e-05
21,20,3.4737825393676756e-05
21,21,3.5090863704681395e-05
21,22,3.522062301635742e-05
21,23,3.470677137374878e-05
21,24,3.480631113052368e-05
21,25,3.5689711570739746e-05
21,26,3.572845458984375e-05
21,27,3.824621438980102e-05
21,28,3.617781400680542e-05
21,29,3.660613298416138e-05
21,30,3.6484181880950925e-05
21,31,3.657591342926026e-05
21,32,6.186699867248535e-05
21,33,3.682219982147217e-05
21,34,3.6933064460754395e-05
21,35,3.714299201965332e-05
21,36,3.7089109420776364e-05
21,37,3.7876129150390626e-05
21,38,3.768765926361084e-05
21,39,3.841465711593628e-05
21,40,3.8580954074859616e-05
21,41,3.856748342514038e-05
21,42,3.884810209274292e-05
21,43,3.877866268157959e-05
21,44,3.9240241050720214e-05
21,45,3.9870798587799075e-05
21,46,3.99278998374939e-05
21,47,3.986918926239014e-05
21,48,3.97268533706665e-05
21,49,4.074060916900635e-05
21,50,4.08063530921936e-05
22,1,1.075977087020874e-05
22,2,1.357567310333252e-05
22,3,1.711142063140869e-05
22,4,1.9502818584442137e-05
22,5,2.24231481552124e-05
22,6,2.5643646717071532e-05
22,7,2.902054786682129e-05
22,8,3.092426061630249e-05
22,9,3.1723737716674804e-05
22,10,3.261220455169678e-05
22,11,3.2377660274505615e-05
22,12,5.6343913078308104e-05
22,13,3.296124935150147e-05
22,14,3.323435783386231e-05
22,15,3.303045034408569e-05
22,16,3.385382890701294e-05
22,17,3.404295444488525e-05
22,18,3.3832967281341556e-05
22,19,3.4749329090118406e-05
22,20,3.4853219985961915e-05
22,21,3.448563814163208e-05
22,22,3.49084734916687e-05
22,23,3.487294912338257e-05
22,24,3.575330972671509e-05
22,25,3.525692224502564e-05
22,26,3.5726070404052735e-05
22,27,3.779691457748413e-05
22,28,3.6146104335784914e-05
22,29,3.662109375e-05
22,30,3.675007820129394e-05
22,31,3.638017177581787e-05
22,32,3.652215003967285e-05
22,33,3.743040561676025e-05
22,34,3.756630420684815e-05
22,35,3.808093070983887e-05
22,36,6.215053796768188e-05
22,37,3.814119100570679e-05
22,38,3.777629137039184e-05
22,39,3.8437306880950927e-05
22,40,3.8303375244140626e-05
22,41,3.900235891342163e-05
22,42,3.907883167266846e-05
22,43,3.927165269851685e-05
22,44,3.982734680175781e-05
22,45,4.0613293647766116e-05
22,46,3.9699733257293704e-05
22,47,4.033362865447998e-05
22,48,4.0092945098876955e-05
22,49,4.0351152420043946e-05
22,50,4.051506519317627e-05
23,1,1.1417269706726075e-05
23,2,1.3661742210388183e-05
23,3,1.6784071922302245e-05
23,4,1.9654512405395507e-05
23,5,2.2354066371917724e-05
23,6,2.545309066772461e-05
23,7,2.8051674365997316e-05
23,8,2.9844462871551513e-05
23,9,3.15479040145874e-05
23,10,3.201532363891602e-05
23,11,3.264564275741577e-05
23,12,3.257989883422852e-05
23,13,3.2784223556518556e-05
23,14,3.35124135017395e-05
23,15,3.315752744674683e-05
23,16,3.402149677276611e-05
23,17,3.402262926101684e-05
23,18,5.864095687866211e-05
23,19,3.439581394195557e-05
23,20,3.474998474121094e-05
23,21,3.517371416091919e-05
23,22,3.499794006347656e-05
23,23,3.463023900985718e-05
23,24,3.506487607955933e-05
23,25,3.586483001708984e-05
23,26,3.561520576477051e-05
23,27,3.640782833099365e-05
23,28,3.6025285720825195e-05
23,29,3.615349531173706e-05
23,30,3.656083345413208e-05
23,31,3.626555204391479e-05
23,32,3.6520063877105715e-05
23,33,3.699684143066406e-05
23,34,3.710150718688965e-05
23,35,3.798675537109375e-05
23,36,3.754568099975586e-05
23,37,3.775155544281006e-05
23,38,3.7975013256073e-05
23,39,3.846526145935059e-05
23,40,3.841012716293335e-05
23,41,3.916740417480469e-05
23,42,3.940349817276001e-05
23,43,6.496965885162353e-05
23,44,3.9308667182922364e-05
23,45,3.931927680969238e-05
23,46,3.9539873600006105e-05
23,47,3.9774298667907716e-05
23,48,3.985702991485596e-05
23,49,4.021704196929932e-05
23,50,4.06309962272644e-05
24,1,1.1581122875213623e-05
24,2,1.3611078262329101e-05
24,3,1.6513049602508545e-05
24,4,1.8993854522705077e-05
24,5,2.189546823501587e-05
24,6,2.5697529315948485e-05
24,7,2.71109938621521e-05
24,8,2.9406964778900148e-05
24,9,3.085625171661377e-05
24,10,3.2072305679321286e-05
24,11,3.24367880821228e-05
24,12,3.264510631561279e-05
24,13,3.280431032180786e-05
24,14,3.3364295959472656e-05
24,15,3.329074382781982e-05
24,16,3.330230712890625e-05
24,17,3.364402055740356e-05
24,18,3.393596410751343e-05
24,19,3.427833318710327e-05
24,20,3.4248948097229e-05
24,21,3.4717321395874026e-05
24,22,3.5432040691375734e-05
24,23,3.500676155090332e-05
24,24,3.532189130783081e-05
24,25,3.5441040992736815e-05
24,26,6.0935139656066895e-05
24,27,3.615987300872803e-05
24,28,3.579640388488769e-05
24,29,3.6034822463989256e-05
24,30,3.605800867080688e-05
24,31,3.700900077819824e-05
24,32,3.661322593688965e-05
24,33,3.728097677230835e-05
24,34,3.7044167518615725e-05
24,35,3.887814283370972e-05
24,36,3.7623345851898195e-05
24,37,3.774476051330566e-05
24,38,3.768336772918701e-05
24,39,3.86928915977478e-05
24,40,3.846925497055054e-05
24,41,3.8683414459228516e-05
24,42,3.8673996925354e-05
24,43,3.9364874362945556e-05
24,44,3.968608379364014e-05
24,45,3.9164125919342044e-05
24,46,3.950715065002442e-05
24,47,3.9736688137054446e-05
24,48,4.051131010055542e-05
24,49,4.047548770904541e-05
24,50,4.013580083847046e-05
25,1,1.1648714542388916e-05
25,2,1.3652265071868896e-05
25,3,1.654505729675293e-05
25,4,1.9064128398895265e-05
25,5,2.2175967693328857e-05
25,6,2.5240898132324218e-05
25,7,2.7994990348815918e-05
25,8,3.005307912826538e-05
25,9,3.126007318496704e-05
25,10,5.8052480220794675e-05
25,11,3.263431787490845e-05
25,12,3.213363885879517e-05
25,13,3.247553110122681e-05
25,14,3.2786190509796145e-05
25,15,3.34358811378479e-05
25,16,3.3774971961975096e-05
25,17,3.4094154834747314e-05
25,18,3.388470411300659e-05
25,19,3.488612174987793e-05
25,20,3.431642055511475e-05
25,21,3.514641523361206e-05
25,22,3.5074353218078616e-05
25,23,3.4778714179992676e-05
25,24,3.522765636444092e-05
25,25,3.5625994205474856e-05
25,26,3.577131032943726e-05
25,27,3.596752882003784e-05
25,28,3.5948038101196286e-05
25,29,3.6731243133544925e-05
25,30,3.69531512260437e-05
25,31,3.667157888412475e-05
25,32,3.713548183441162e-05
25,33,3.745079040527344e-05
25,34,3.769600391387939e-05
25,35,3.7997782230377195e-05
25,36,6.291723251342774e-05
25,37,3.818333148956299e-05
25,38,3.811657428741455e-05
25,39,3.9152443408966066e-05
25,40,3.8244843482971195e-05
25,41,3.858989477157593e-05
25,42,3.9159834384918216e-05
25,43,3.938746452331543e-05
25,44,4.0001988410949704e-05
25,45,3.967422246932984e-05
25,46,3.989839553833008e-05
25,47,4.019820690155029e-05
25,48,4.038459062576294e-05
25,49,4.0738224983215335e-05
25,50,4.0185987949371335e-05
26,1,1.1179864406585694e-05
26,2,1.3385653495788575e-05
26,3,1.6508758068084717e-05
26,4,1.9365310668945313e-05
26,5,2.2283375263214112e-05
26,6,2.5520741939544676e-05
26,7,2.860558032989502e-05
26,8,3.0495285987854002e-05
26,9,3.172588348388672e-05
26,10,3.204751014709473e-05
26,11,3.279602527618408e-05
26,12,3.289484977722168e-05
26,13,3.331464529037476e-05
26,14,3.356796503067017e-05
26,15,3.321284055709839e-05
26,16,3.3291935920715335e-05
26,17,5.914181470870972e-05
26,18,3.369277715682983e-05
26,19,3.413945436477661e-05
26,20,3.4610331058502195e-05
26,21,3.475576639175415e-05
26,22,3.508216142654419e-05
26,23,3.5131752490997315e-05
26,24,3.534972667694092e-05
26,25,3.5592496395111086e-05
26,26,3.584247827529907e-05
26,27,3.605347871780395e-05
26,28,3.627002239227295e-05
26,29,3.658688068389893e-05
26,30,3.619909286499024e-05
26,31,3.678327798843384e-05
26,32,3.6597132682800296e-05
26,33,3.709715604782104e-05
26,34,3.7026166915893556e-05
26,35,3.7281990051269535e-05
26,36,3.752511739730835e-05
26,37,3.7778913974761966e-05
26,38,3.782457113265991e-05
26,39,3.8728594779968264e-05
26,40,3.804457187652588e-05
26,41,3.8791418075561524e-05
26,42,3.895825147628784e-05
26,43,3.88716459274292e-05
26,44,6.393814086914062e-05
26,45,3.978383541107178e-05
26,46,3.94207239151001e-05
26,47,3.96578311920166e-05
26,48,3.996109962463379e-05
26,49,4.0228307247161864e-05
26,50,4.016190767288208e-05
27,1,1.1853575706481934e-05
27,2,1.3913273811340331e-05
27,3,1.5381336212158202e-05
27,4,1.7714619636535644e-05
27,5,2.0408451557159423e-05
27,6,2.2905409336090087e-05
27,7,2.5461316108703614e-05
27,8,2.752089500427246e-05
27,9,2.908092737197876e-05
27,10,2.9928863048553466e-05
27,11,3.1585991382598874e-05
27,12,3.182840347290039e-05
27,13,3.222775459289551e-05
27,14,3.248542547225952e-05
27,15,3.3016443252563475e-05
27,16,3.321778774261475e-05
27,17,3.376424312591553e-05
27,18,3.363209962844849e-05
27,19,3.476351499557495e-05
27,20,3.4280359745025636e-05
27,21,3.5110116004943845e-05
27,22,3.48351001739502e-05
27,23,3.536087274551391e-05
27,24,3.482306003570557e-05
27,25,3.525751829147339e-05
27,26,3.564459085464478e-05
27,27,3.6540210247039795e-05
27,28,3.652256727218628e-05
27,29,3.6462962627410886e-05
27,30,6.171619892120361e-05
27,31,3.6418139934539795e-05
27,32,3.706318140029907e-05
27,33,3.7435710430145264e-05
27,34,3.7552177906036374e-05
27,35,3.7400662899017336e-05
27,36,3.7477672100067136e-05
27,37,3.763920068740845e-05
27,38,3.831112384796143e-05
27,39,3.867721557617187e-05
27,40,3.832501173019409e-05
27,41,3.911417722702026e-05
27,42,3.943866491317749e-05
27,43,3.917050361633301e-05
27,44,3.945624828338623e-05
27,45,3.911739587783813e-05
27,46,4.020196199417114e-05
27,47,4.076170921325684e-05
27,48,4.0374696254730225e-05
27,49,4.031950235366821e-05
27,50,4.1119694709777833e-05
28,1,1.0799944400787354e-05
28,2,1.31722092628479e-05
28,3,1.6276240348815918e-05
28,4,1.9087851047515868e-05
28,5,2.163654565811157e-05
28,6,2.4437427520751954e-05
28,7,2.7537226676940917e-05
28,8,2.98272967338562e-05
28,9,3.26915979385376e-05
28,10,3.528439998626709e-05
28,11,3.2302439212799075e-05
28,12,3.2682120800018314e-05
28,13,3.276699781417847e-05
28,14,3.282636404037476e-05
28,15,3.372591733932495e-05
28,16,5.864608287811279e-05
28,17,3.340494632720947e-05
28,18,3.367859125137329e-05
28,19,3.4304440021514893e-05
28,20,3.4529149532318115e-05
28,21,3.490018844604492e-05
28,22,3.63127589225769e-05
28,23,3.523612022399902e-05
28,24,3.536510467529297e-05
28,25,3.507310152053833e-05
28,26,3.661483526229858e-05
28,27,3.6261856555938724e-05
28,28,3.5962283611297606e-05
28,29,3.651905059814453e-05
28,30,3.6570489406585696e-05
28,31,3.705453872680664e-05
28,32,3.69948148727417e-05
28,33,3.750532865524292e-05
28,34,3.770500421524048e-05
28,35,3.803938627243042e-05
28,36,3.734618425369263e-05
28,37,3.818947076797485e-05
28,38,3.842991590499878e-05
28,39,3.8958489894866944e-05
28,40,3.8868308067321776e-05
28,41,6.320136785507203e-05
28,42,3.9292454719543455e-05
28,43,3.951799869537353e-05
28,44,3.9493203163146973e-05
28,45,3.966259956359863e-05
28,46,3.9875626564025876e-05
28,47,4.0210843086242674e-05
28,48,3.969800472259522e-05
28,49,4.0559113025665286e-05
28,50,4.094564914703369e-05
29,1,1.059412956237793e-05
29,2,1.4569103717803955e-05
29,3,1.6150355339050295e-05
29,4,1.8753588199615477e-05
29,5,2.190709114074707e-05
29,6,2.5138795375823975e-05
29,7,2.80802845954895e-05
29,8,2.971494197845459e-05
29,9,3.0723631381988525e-05
29,10,3.200674057006836e-05
29,11,3.222453594207764e-05
29,12,3.2721519470214844e-05
29,13,3.269302845001221e-05
29,14,3.299200534820557e-05
29,15,3.38398814201355e-05
29,16,3.3417582511901855e-05
29,17,3.356224298477173e-05
29,18,3.478378057479859e-05
29,19,3.4261107444763186e-05
29,20,3.404337167739868e-05
29,21,3.436017036437988e-05
29,22,3.5042226314544674e-05
29,23,5.913299322128296e-05
29,24,3.486758470535278e-05
29,25,3.568226099014282e-05
29,26,3.5682082176208494e-05
29,27,3.6348462104797365e-05
29,28,3.614795207977295e-05
29,29,3.668922185897827e-05
29,30,3.670281171798706e-05
29,31,3.667724132537842e-05
29,32,3.6522924900054934e-05
29,33,3.727436065673828e-05
29,34,3.739547729492188e-05
29,35,3.736662864685059e-05
29,36,3.717511892318726e-05
29,37,3.806787729263306e-05
29,38,3.771591186523438e-05
29,39,3.8120269775390626e-05
29,40,3.816318511962891e-05
29,41,3.89711856842041e-05
29,42,3.9146125316619875e-05
29,43,3.9744555950164795e-05
29,44,3.8932383060455324e-05
29,45,3.9650917053222655e-05
29,46,3.979885578155518e-05
29,47,4.0319979190826416e-05
29,48,6.332778930664062e-05
29,49,4.053843021392822e-05
29,50,4.0453553199768065e-05
30,1,1.0593295097351074e-05
30,2,1.3448417186737061e-05
30,3,1.636582612991333e-05
30,4,1.877593994140625e-05
30,5,2.1711468696594237e-05
30,6,2.458292245864868e-05
30,7,2.728217840194702e-05
30,8,2.911907434463501e-05
30,9,3.0471622943878173e-05
30,10,3.118824958801269e-05
30,11,3.148460388183594e-05
30,12,3.12996506690979e-05
30,13,3.198039531707764e-05
30,14,3.282123804092407e-05
30,15,3.276216983795166e-05
30,16,3.308659791946411e-05
30,17,3.332459926605225e-05
30,18,3.371959924697876e-05
30,19,3.436142206192017e-05
30,20,3.45306396484375e-05
30,21,3.472048044204712e-05
30,22,3.4658074378967286e-05
30,23,3.54737639427185e-05
30,24,3.568524122238159e-05
30,25,3.5281538963317874e-05
30,26,3.6497533321380615e-05
30,27,3.612101078033447e-05
30,28,3.584223985671997e-05
30,29,3.6662280559539795e-05
30,30,3.639119863510132e-05
30,31,3.69223952293396e-05
30,32,3.6613821983337404e-05
30,33,3.748458623886108e-05
30,34,6.22096061706543e-05
30,35,3.7372708320617675e-05
30,36,3.8011848926544186e-05
30,37,3.770148754119873e-05
30,38,3.840678930282593e-05
30,39,3.904122114181519e-05
30,40,3.827756643295288e-05
30,41,3.86626124382019e-05
30,42,3.917902708053589e-05
30,43,3.900450468063354e-05
30,44,3.935718536376953e-05
30,45,3.9889693260192874e-05
30,46,4.005831480026245e-05
30,47,4.004836082458496e-05
30,48,3.977072238922119e-05
30,49,4.094189405441284e-05
30,50,4.057037830352783e-05
31,1,1.039576530456543e-05
31,2,1.320350170135498e-05
31,3,1.6620278358459472e-05
31,4,1.9054651260375978e-05
31,5,2.2327661514282227e-05
31,6,2.537304162979126e-05
31,7,2.836322784423828e-05
31,8,3.0261695384979248e-05
31,9,3.125107288360596e-05
31,10,3.203475475311279e-05
31,11,3.211617469787598e-05
31,12,3.2675802707672116e-05
31,13,3.27601432800293e-05
31,14,3.336548805236816e-05
31,15,5.780899524688721e-05
31,16,3.368628025054932e-05
31,17,3.39239239692688e-05
31,18,3.396034240722656e-05
31,19,3.421449661254883e-05
31,20,3.4724116325378415e-05
31,21,3.4386932849884035e-05
31,22,3.492134809494019e-05
31,23,3.4729719161987305e-05
31,24,3.5263001918792725e-05
31,25,3.531283140182495e-05
31,26,3.606438636779785e-05
31,27,3.625690937042236e-05
31,28,3.574049472808838e-05
31,29,3.622573614120484e-05
31,30,3.604567050933838e-05
31,31,3.630751371383667e-05
31,32,3.689515590667725e-05
31,33,3.716140985488892e-05
31,34,3.7005066871643065e-05
31,35,3.797429800033569e-05
31,36,3.7302494049072265e-05
31,37,3.769385814666748e-05
31,38,3.780955076217652e-05
31,39,3.845161199569702e-05
31,40,3.864043951034546e-05
31,41,3.850418329238892e-05
31,42,3.873378038406372e-05
31,43,6.584751605987549e-05
31,44,3.896009922027588e-05
31,45,3.964781761169433e-05
31,46,4.0014088153839114e-05
31,47,4.034322500228882e-05
31,48,4.012113809585571e-05
31,49,4.0295839309692384e-05
31,50,4.0859341621398924e-05
32,1,1.0793447494506836e-05
32,2,1.287364959716797e-05
32,3,1.62583589553833e-05
32,4,1.868504285812378e-05
32,5,2.1489620208740234e-05
32,6,2.4230241775512696e-05
32,7,2.738434076309204e-05
32,8,2.896922826766968e-05
32,9,3.0399560928344725e-05
32,10,3.0832409858703616e-05
32,11,3.1793415546417235e-05
32,12,3.200834989547729e-05
32,13,3.2323300838470457e-05
32,14,3.2653987407684324e-05
32,15,3.3414363861083986e-05
32,16,3.33549976348877e-05
32,17,3.3688485622406e-05
32,18,3.434956073760986e-05
32,19,3.452324867248535e-05
32,20,3.430414199829102e-05
32,21,3.456109762191773e-05
32,22,3.512120246887207e-05
32,23,3.4818470478057864e-05
32,24,3.508412837982178e-05
32,25,3.594362735748291e-05
32,26,3.5864293575286864e-05
32,27,3.58353853225708e-05
32,28,3.6512255668640134e-05
32,29,6.220602989196777e-05
32,30,3.661268949508667e-05
32,31,3.680211305618286e-05
32,32,3.64760160446167e-05
32,33,3.693723678588867e-05
32,34,3.721743822097778e-05
32,35,3.758704662322998e-05
32,36,3.806918859481812e-05
32,37,3.8494765758514406e-05
32,38,3.812098503112793e-05
32,39,3.86083722114563e-05
32,40,3.8689911365509035e-05
32,41,3.907597064971924e-05
32,42,3.918308019638062e-05
32,43,3.893142938613891e-05
32,44,3.902828693389892e-05
32,45,3.991961479187012e-05
32,46,3.9503276348114013e-05
32,47,3.99925708770752e-05
32,48,3.9763331413269046e-05
32,49,4.031389951705933e-05
32,50,4.017388820648193e-05
33,1,1.1196613311767579e-05
33,2,1.3073265552520752e-05
33,3,1.5879988670349123e-05
33,4,1.8502235412597656e-05
33,5,2.0904481410980224e-05
33,6,2.3613154888153077e-05
33,7,2.638310194015503e-05
33,8,2.833956480026245e-05
33,9,3.033411502838135e-05
33,10,3.1069695949554445e-05
33,11,3.212285041809082e-05
33,12,3.253990411758423e-05
33,13,3.322160243988037e-05
33,14,3.277599811553955e-05
33,15,3.3204197883605954e-05
33,16,3.387302160263061e-05
33,17,5.9151291847229004e-05
33,18,3.38895320892334e-05
33,19,3.468817472457886e-05
33,20,3.4208476543426514e-05
33,21,3.502035140991211e-05
33,22,3.505861759185791e-05
33,23,3.537845611572266e-05
33,24,3.547835350036621e-05
33,25,3.573012351989746e-05
33,26,3.558647632598877e-05
33,27,3.583008050918579e-05
33,28,3.637659549713135e-05
33,29,3.615117073059082e-05
33,30,3.665405511856079e-05
33,31,3.6307036876678465e-05
33,32,3.668308258056641e-05
33,33,3.7606954574584964e-05
33,34,3.7044525146484376e-05
33,35,3.80101203918457e-05
33,36,3.8109958171844484e-05
33,37,3.8377165794372557e-05
33,38,3.8197100162506104e-05
33,39,3.855210542678833e-05
33,40,3.8164913654327395e-05
33,41,3.924119472503662e-05
33,42,3.877842426300049e-05
33,43,3.91492247581482e-05
33,44,3.908026218414307e-05
33,45,6.324422359466552e-05
33,46,3.9857983589172364e-05
33,47,3.9765655994415286e-05
33,48,3.9870798587799075e-05
33,49,4.058009386062622e-05
33,50,4.0134727954864505e-05
34,1,1.1134803295135498e-05
34,2,1.3659536838531495e-05
34,3,1.689225435256958e-05
34,4,1.9337654113769532e-05
34,5,2.2515535354614257e-05
34,6,2.6022374629974367e-05
34,7,2.9136836528778075e-05
34,8,3.1010806560516356e-05
34,9,3.1620025634765624e-05
34,10,3.23786735534668e-05
34,11,3.21928858757019e-05
34,12,3.300046920776367e-05
34,13,3.3408939838409425e-05
34,14,3.3224582672119144e-05
34,15,3.378564119338989e-05
34,16,3.373312950134277e-05
34,17,3.371387720108032e-05
34,18,3.389662504196167e-05
34,19,3.501129150390625e-05
34,20,3.4220397472381595e-05
34,21,3.464359045028686e-05
34,22,3.512781858444214e-05
34,23,3.520399332046509e-05
34,24,3.468316793441772e-05
34,25,3.513836860656738e-05
34,26,5.977827310562134e-05
34,27,3.594523668289185e-05
34,28,3.566384315490723e-05
34,29,3.6590576171875e-05
34,30,3.598928451538086e-05
34,31,3.6473572254180905e-05
34,32,3.633451461791992e-05
34,33,3.7251710891723634e-05
34,34,3.7192821502685545e-05
34,35,3.756147623062134e-05
34,36,3.7348806858062746e-05
34,37,3.760796785354614e-05
34,38,3.778785467147827e-05
34,39,3.8478314876556395e-05
34,40,3.823912143707276e-05
34,41,3.866475820541382e-05
34,42,3.947901725769043e-05
34,43,3.943067789077759e-05
34,44,3.935933113098145e-05
34,45,3.934997320175171e-05
34,46,3.9244413375854494e-05
34,47,3.9812445640563965e-05
34,48,3.97612452507019e-05
34,49,4.0170013904571535e-05
34,50,6.365925073623658e-05
35,1,1.0784566402435303e-05
35,2,1.2909293174743652e-05
35,3,1.529860496520996e-05
35,4,1.7592072486877442e-05
35,5,2.0677864551544188e-05
35,6,2.2813737392425536e-05
35,7,2.5402307510375977e-05
35,8,2.7455568313598632e-05
35,9,2.858150005340576e-05
35,10,2.9225170612335206e-05
35,11,3.0196189880371094e-05
35,12,3.0669450759887695e-05
35,13,3.164750337600708e-05
35,14,3.1932532787323e-05
35,15,3.240710496902466e-05
35,16,3.270095586776733e-05
35,17,3.361207246780396e-05
35,18,3.3574938774108886e-05
35,19,3.418564796447754e-05
35,20,3.383767604827881e-05
35,21,3.426504135131836e-05
35,22,3.443431854248047e-05
35,23,3.483784198760986e-05
35,24,3.498530387878418e-05
35,25,3.5145103931427e-05
35,26,3.5949110984802245e-05
35,27,3.609651327133179e-05
35,28,3.5755813121795657e-05
35,29,3.60444188117981e-05
35,30,3.6173999309539795e-05
35,31,3.6543428897857665e-05
35,32,3.676807880401611e-05
35,33,3.718030452728272e-05
35,34,3.7261068820953366e-05
35,35,3.780728578567505e-05
35,36,6.388163566589356e-05
35,37,3.8191139698028564e-05
35,38,3.857421875e-05
35,39,3.893935680389404e-05
35,40,3.867465257644653e-05
35,41,3.910189867019653e-05
35,42,4.069864749908447e-05
35,43,4.054886102676392e-05
35,44,3.961986303329468e-05
35,45,3.9515197277069094e-05
35,46,3.977835178375244e-05
35,47,3.9874732494354246e-05
35,48,4.039585590362549e-05
35,49,4.030907154083252e-05
35,50,4.039067029953003e-05
36,1,1.0542392730712891e-05
36,2,1.35575532913208e-05
36,3,1.6332268714904785e-05
36,4,1.89480185508728e-05
36,5,2.1856248378753663e-05
36,6,2.516597509384155e-05
36,7,2.8081774711608888e-05
36,8,2.982485294342041e-05
36,9,3.110235929489136e-05
36,10,3.217053413391113e-05
36,11,3.214585781097412e-05
36,12,3.2601118087768556e-05
36,13,3.273087739944458e-05
36,14,3.308969736099243e-05
36,15,3.3738374710083005e-05
36,16,5.9393644332885744e-05
36,17,3.3612608909606936e-05
36,18,3.382039070129395e-05
36,19,3.4328401088714596e-05
36,20,3.4043192863464354e-05
36,21,3.4950077533721924e-05
36,22,3.471481800079346e-05
